,datetime,updated,headline,summary,symbols,sensation
6308,2018-11-02 16:44:08,2018-11-02 16:44:09,64 Stocks Moving In Friday's Mid-Day Session,,"['AAPL', 'ACIA', 'ADMS', 'ADVM', 'ALEX', 'ANET', 'AOSL', 'ARCB', 'AXL', 'BCOV', 'BNFT', 'CARB', 'CATM', 'CIFS', 'CPS', 'CTRL', 'CVV', 'CZR', 'DLPN', 'EMES', 'EXEL', 'FAMI', 'FATE', 'FSTR', 'FTNT', 'GPRO', 'HMSY', 'HYGS', 'ILMN', 'INPX', 'ITT', 'JKS', 'KHC', 'LOCO', 'MDRX', 'MET', 'MSC', 'MTZ', 'NFEC', 'NWL', 'OLED', 'PACB', 'PBYI', 'RVNC', 'RYI', 'SBUX', 'SEDG', 'SEM', 'SHAK', 'SYF', 'SYMC', 'TEX', 'TTI', 'TTOO', 'TUSK', 'ULBI', 'USM', 'USX', 'VCYT', 'VRSN', 'WIFI', 'WTW', 'YECO']"," 0.12 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment. The second example shows IMI posting a drop in first-quarter organic revenue and warning on full-year performance, which suggests a negative sentiment. In the third example, AAPL is mentioned among 64 stocks moving during Friday's mid-day session, which can be considered neutral or slightly positive."
6309,2018-11-02 16:52:51,2018-11-02 16:52:51,"JP Morgan Maintains Overweight on Apple, Lowers Price Target to $270",,['AAPL']," 0.18 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.18."
6310,2018-11-02 17:38:37,2018-11-02 17:38:37,"Baird Maintains Outperform on Apple, Lowers Price Target to $230",,['AAPL']," 0.17 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.17."
6311,2018-11-02 18:22:08,2018-11-02 18:22:08,Mid-Afternoon Market Update: Dow Falls 270 Points; Weight Watchers Shares Tumble After Q3 Results,,"['AAPL', 'ADVM', 'FSTR', 'ILMN', 'LOCO', 'NWL', 'PACB', 'PBYI', 'WTW']"," 0.156 

In this task, you need to analyze the sentiment strength of the given aspect in the sentence. The examples provided above show how to predict the sentiment strength for different aspects in different sentences. You can use any method or algorithm that works best for you to determine the sentiment strength."
6312,2018-11-04 18:58:47,2018-11-04 18:58:47,Why Apple Will Likely Remain Sole Member Of $1 Trillion Club For A While,,"['AAPL', 'AMZN', 'BABA', 'FB', 'GOOG', 'GOOGL', 'JNJ', 'JPM', 'MCD', 'MSFT', 'XOM']"," 0.25 

In these examples, the sentiment strength is calculated based on the context and aspect provided in each sentence. The values can be positive, negative, or neutral depending on the context and aspect."
6313,2018-11-05 09:36:16,2018-11-05 09:36:16,74 Biggest Movers From Friday,,"['AAPL', 'ACIA', 'ACRX', 'ADMS', 'ADVM', 'ALEX', 'ANET', 'ANIX', 'AOSL', 'AQST', 'ARCB', 'ASIX', 'AXL', 'BCOV', 'BNFT', 'CARB', 'CATM', 'CIFS', 'CNAT', 'CPS', 'CTRL', 'CVV', 'CZR', 'DLPN', 'EMES', 'ERII', 'ESPR', 'EXEL', 'FATE', 'FSTR', 'FTNT', 'GH', 'GPRO', 'HMSY', 'HOS', 'HYGS', 'ILMN', 'INPX', 'ITT', 'JT', 'KAMN', 'KHC', 'LOCO', 'MBIO', 'MDRX', 'MSC', 'MTZ', 'NIHD', 'NIU', 'NWL', 'ODT', 'OLED', 'PACB', 'PBYI', 'RLGY', 'RMAX', 'RVNC', 'RYI', 'SBUX', 'SEDG', 'SEM', 'SHAK', 'SURF', 'SYF', 'TDS', 'TEX', 'TTOO', 'USM', 'USX', 'VCYT', 'VG', 'VRSN', 'VVUS', 'WIFI', 'WTW']"," 0.12 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment. In the second example, IMI has reported a drop in organic revenue and warned about its full-year performance, which suggests a negative sentiment. In the third example, AAPL is mentioned as one of the biggest movers from Friday, but there's no clear indication of whether this is positive or negative. Therefore, the sentiment strength is neutral."
6314,2018-11-05 11:30:07,2018-11-05 11:30:07,"Apple Will Release its First 5G Phone in 2020 Using an Intel Modem Chip, According to Fast Company",,"['AAPL', 'INTC']"," 0.17 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is 0.17."
6315,2018-11-05 12:29:25,2018-11-05 12:29:25,Apple Cancels Production Boost for Budget iPhone XR,,['AAPL']," -0.256 

In the given sentence, ""Apple Cancels Production Boost for Budget iPhone XR"", the aspect is ""AAPL"". The sentiment strength for this sentence would be -0.256."
6316,2018-11-05 14:31:28,2018-11-05 14:31:28,Report: Apple Pulling Back On iPhone XR Production On Soft Demand,,['AAPL']," -0.21 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is -0.21."
6317,2018-11-05 14:41:17,2018-11-05 14:41:17,"'iPhone grew market share in US, Australia, China; lost share in Europe, Japan – Kantar Worldpanel' -9to5Mac",,['AAPL']," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this aspect is 0.12."
6318,2018-11-05 14:43:37,2018-11-05 14:43:39,Rally Fizzles As Apple's Guidance Seen Weak; Mixed Signals On China Keep Market Buzzing,,"['AAPL', 'ATVI', 'DIS', 'LLY']"," -0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is -0.12."
6319,2018-11-05 15:43:04,2018-11-05 15:43:04,"Benzinga Pro's Top 10 Most-Searched Tickers For Morning Of Mon., Nov. 5, 2018",,"['AAPL', 'ACRX', 'AYTU', 'CLSD', 'DWCH', 'INUV', 'MYO', 'RACE', 'SCON', 'UNG']"," 0.17 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this aspect in the provided sentence is 0.17."
6320,2018-11-05 18:24:05,2018-11-05 18:24:05,Apple Shares Dip After Rosenblatt Downgrade,,['AAPL']," -0.21 

In the given sentence, ""Apple Shares Dip After Rosenblatt Downgrade"", the aspect is ""AAPL"". The sentiment strength for this sentence would be -0.21."
6321,2018-11-05 21:03:44,2018-11-05 21:03:44,"Bulls & Bears Of The Week: Amazon, Apple, Ford, GE And More",,"['AAPL', 'AEO', 'AMD', 'AMZN', 'F', 'GE', 'GPRO', 'KHC', 'PFE']"," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.12."
6322,2018-11-05 21:26:23,2018-11-05 21:26:23,Reading Between The Lines Of Apple's Decision To Go Silent On iPhone Unit Sales,,['AAPL']," -0.12 

In the given sentence, the aspect is ""AAPL"". Based on the context of the sentence, what is the sentiment strength?

Sentiment Strength: -0.12"
6323,2018-11-06 15:06:23,2018-11-06 15:06:25,Long Wait Is Over: Election Day Dawns With Markets Under Light Pressure,,"['AAPL', 'AMZN', 'BABA', 'GOOG', 'GOOGL', 'IBM', 'LLY', 'MSFT', 'NFLX', 'T', 'TWTR', 'XOM']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
6324,2018-11-06 15:34:37,2018-11-06 15:34:37,Buy Tech Or Brace For 'Epic' Downturn? 2 Pros Share Their Strategies To Play The Market,,['AAPL']," 0.17 

In these examples, the sentiment strength is calculated based on the context and aspect provided in each sentence. The values can be positive, negative, or neutral depending on the context and aspect."
6325,2018-11-06 15:50:09,2018-11-06 15:50:10,Investor Movement Index October Summary,,"['AAPL', 'AMD', 'AMZN', 'F', 'FB', 'GILD', 'MSFT', 'NBEV', 'QCOM', 'SBUX', 'T', 'TSLA', 'TWTR', 'XOM']"," 0.12 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment. In the second example, IMI has reported a drop in its first-quarter organic revenue and warned about the full year, indicating a negative sentiment. In the third example, AAPL is mentioned in the context of Investor Movement Index October Summary, which doesn't provide enough information to determine a clear positive or negative sentiment. Therefore, the sentiment strength is neutral."
6326,2018-11-06 16:08:58,2018-11-06 16:08:58,"Spotify Closes In On 200M Monthly User Milestone, Despite Apple, Amazon Threats",,"['AAPL', 'AMZN', 'SPOT']"," -0.17 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is -0.17."
6327,2018-11-06 19:25:25,2018-11-06 19:25:25,"IMX Dips In October, But Investors Remain Bullish",,"['AAPL', 'AMD', 'AMZN', 'F', 'FB', 'GILD', 'MSFT', 'QCOM', 'SBUX', 'SNAP', 'T', 'TSLA', 'TWTR', 'TXN', 'XOM']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
6328,2018-11-06 19:55:34,2018-11-06 19:55:35,"Benzinga Pro's Top 10 Most-Searched Tickers For Afternoon Of Tues., Nov. 6, 2018",,"['AAPL', 'AMD', 'AVEO', 'AYTU', 'DWCH', 'ELF', 'INUV', 'NIO', 'RGLS', 'SQ']"," 0.17 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this aspect in the provided sentence is 0.17."
6329,2018-11-07 09:03:15,2018-11-07 09:03:15,Global Notebook Shipments to Rise 2.8% in Q4 2018,,"['AAPL', 'DVMT', 'LNVGY']"," 0.17 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.17."
6330,2018-11-07 14:47:17,2018-11-07 14:47:17,Skyworks Shares Down ~1% From Intraday High At Open; Traders Recently Circulated Comment From Rosenblatt Analyst Suggesting Quality Issues With Co. Components Could Be Causing iPhone Production Cuts,,"['AAPL', 'SWKS']"," -0.567

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is -0.567."
6331,2018-11-07 16:03:01,2018-11-07 16:03:01,"Apple's Struggles In India, Explained",,['AAPL']," -0.25 

In the given sentence, ""Apple's Struggles In India, Explained"", the aspect is ""AAPL"". The sentiment strength for this sentence is -0.25."
6332,2018-11-07 16:50:04,2018-11-07 16:50:04,Skyworks Shares Tick Higher On Volume As Hearing Co. Spokesperson Issued Comment To Bloomberg Suggesting Quality With Power Amp Issues Creating iPhone Product Cuts 'Untrue',,"['AAPL', 'SWKS']", 0.123
6333,2018-11-07 18:04:14,2018-11-07 18:04:14,Analyst: Skyworks Could Be The Culprit Behind Apple's iPhone Production Cuts,,"['AAPL', 'SWKS']"," -0.12 

In this task, you need to analyze the sentiment strength of the given aspect in the sentence. For example, if the aspect is ""Morrisons"" and the sentence is ""Morrisons book second consecutive quarter of sales growth,"" the sentiment strength would be 0.43 because Morrisons is experiencing positive growth. If the aspect is ""IMI"" and the sentence is ""IMI posts drop in first-quarter organic revenue; warns on full year,"" the sentiment strength would be -0.344 because IMI is facing a negative situation with a drop in revenue.

Please provide the sentiment strength for the given aspect in the sentence:

Sentence: Tesla's stock price has surged after Elon Musk tweeted about a ""record quarter"" 
Aspect: Tesla 
Sentiment Strength:"
6334,2018-11-07 18:08:44,2018-11-07 18:08:45,"BlueFin Offers Q4 Update On PC Space: Oct. OEM Shipments Surprisingly
Strong, Signaling A Strong Outlook For Dec. Qtr.; However, Uncertainty Surrounding Tariffs Creates Lack Of Clarity On Demand For Suppliers",,"['AAPL', 'AMD', 'DVMT', 'HPQ', 'INTC', 'MU', 'NVDA']", -0.123
6335,2018-11-07 18:41:01,2018-11-07 18:41:01,Charter Equity Research Issues Mid-Day Note On Skyworks: 'Unlikely to be any problems with Skyworks components in iPhone XR. Reiterate Buy',,"['AAPL', 'SWKS']"," 0.567 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.567."
6336,2018-11-07 19:25:27,2018-11-07 19:25:27,Samsung Unveils New Screen Technology For Foldable Phones: Infinity Flex,,"['AAPL', 'GOOG', 'GOOGL', 'SSNLF']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
6337,2018-11-07 22:00:15,2018-11-07 22:00:15,From Qualcomm Q4 Earnings Conference Call: Timeline To Resolve Litigation With Apple Has Not Changed,,"['AAPL', 'QCOM']", -0.125
6338,2018-11-08 08:54:04,2018-11-08 08:54:04,"Apple to Open First Store in Bangkok, Thailand on Saturday",,['AAPL']," 0.25 

In these examples, the sentiment strength is calculated based on the context and aspect provided. The values are subjective and can vary depending on individual interpretation."
6339,2018-11-08 15:55:30,2018-11-08 15:55:31,"Stocks Trading Ex Dividend For Thurs., Nov. 8, 2018",,"['AAPL', 'ACC', 'AEP', 'AMOV', 'AMX', 'APU', 'AWK', 'BA', 'BBT', 'BCO', 'BJRI', 'BOKF', 'BP', 'BRKL', 'BRSS', 'BSET', 'CCEP', 'CDR', 'CHE', 'CMCO', 'COF', 'COST', 'CTAS', 'CWT', 'DAN', 'DVD', 'EBTC', 'EQT', 'FCCY', 'FDEF', 'FIBK', 'FIX', 'FRBA', 'GABC', 'GLOG', 'GLP', 'GROW', 'GWB', 'GWW', 'HIW', 'HLT', 'HP', 'HSII', 'HTGC', 'IBM', 'IEP', 'ISBC', 'JBHT', 'JHG', 'KIO', 'LAD', 'MAC', 'MBFIO', 'MIC', 'MPX', 'MRLN', 'MUR', 'MWA', 'NATI', 'NBN', 'NEWM', 'NRE', 'NTRI', 'OLN', 'OMP', 'OPY', 'ORIT', 'PAG', 'PER', 'PFE', 'PH', 'PPG', 'PZZA', 'RES', 'ROK', 'ROL', 'SBBX', 'SBFG', 'SC', 'SCHN', 'SCHW', 'SDR', 'SDT', 'SHEN', 'SIMO', 'SIRI', 'SON', 'SONA', 'SSB', 'SYX', 'TECH', 'TEX', 'TILE', 'TRK', 'UBSH', 'USPH', 'VNOM', 'WAFD', 'WBA', 'WELL', 'WFC', 'WLKP', 'WMK', 'WRK', 'WVFC', 'X']"," 0.07 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this aspect in the provided sentence is 0.07."
6340,2018-11-08 17:25:56,2018-11-08 17:25:57,"Morgan Stanley Maintains Overweight on Apple, Raises Price Target to $253",,['AAPL']," 0.678 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.678."
6341,2018-11-08 20:21:43,2018-11-08 20:21:44,The Street Debates Qualcomm's Q3,,"['AAPL', 'QCOM']"," 0.12 

In the given sentence, the aspect is ""AAPL"". Please provide the sentiment strength for this sentence."
6342,2018-11-09 14:01:41,2018-11-09 14:01:41,Merger In The Optical Space: II-VI To Buy Finisar In $3.2B Deal,,"['AAPL', 'FNSR', 'IIVI']"," 0.17 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.17."
6343,2018-11-09 14:53:19,2018-11-09 14:53:20,"Cold Start: Worries About Hawkish Fed, Rising Prices Seem To Weigh On Sentiment",,"['AAPL', 'AMD', 'AMZN', 'CSCO', 'HD', 'IBM', 'JCP', 'JWN', 'KSS', 'M', 'MSFT', 'NVDA', 'SYMC', 'WMT', 'XLNX']"," -0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is -0.12."
6344,2018-11-09 17:27:37,2018-11-09 17:27:37,"'Apple pumps up its Amazon listings with iPhones, iPads and more' -CNET Earlier Reported",,"['AAPL', 'AMZN']"," 0.21 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.21."
6345,2018-11-09 19:48:16,2018-11-09 19:48:17,Should You Buy The Skyworks Dip? Analysts Debate,,"['AAPL', 'SWKS']"," 0.12 

In the given sentence, the aspect is ""AAPL"". Based on the context provided in the sentence, what is the sentiment strength for this aspect?

Sentiment Strength: 0.12"
6346,2018-11-11 14:01:39,2018-11-11 14:01:40,"Bulls & Bears Of The Week: Apple, Disney, Ford, Target And More",,"['AAPL', 'ATVI', 'BABA', 'BUD', 'DIS', 'F', 'GE', 'TEVA', 'TGT', 'UAA']"," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.12."
6347,2018-11-12 13:15:43,2018-11-12 13:15:44,Apple Shares Falling Following Guidance Cut From Supplier Lumentum,,"['AAPL', 'LITE']"," -0.567 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is -0.567."
6348,2018-11-12 14:59:00,2018-11-12 14:59:00,Alibaba Buyers Unimpressed By Record Singles Day Sales,,"['AAPL', 'AMZN', 'BABA', 'BZUN']"," -0.12 

In the given sentence, ""Alibaba Buyers Unimpressed By Record Singles Day Sales"", the aspect is ""AAPL"". The sentiment strength for this sentence would be -0.12."
6349,2018-11-12 17:25:11,2018-11-12 17:25:12,"Lumentum Shares Plunge After Guidance Cut, Bruising Apple Stock In The Process",,"['AAPL', 'LITE']"," -0.567

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this aspect in the context of the sentence is -0.567."
6350,2018-11-12 17:45:21,2018-11-12 17:45:21,What Makes This Equal-Weight ETF Tick,,"['AAPL', 'RSP']"," 0.12 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment. The second example shows IMI's drop in first-quarter organic revenue and warning on full-year performance, indicating a negative sentiment. In the third example, AAPL is mentioned in an equal-weight ETF context, which doesn't convey any strong positive or negative sentiment."
6351,2018-11-12 19:26:13,2018-11-12 19:26:13,Longbow Research Says Apple's iPhone Story Is Showing Cracks,,"['AAPL', 'BIDU']"," -0.567 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is -0.567."
6352,2018-11-12 19:48:08,2018-11-12 19:48:09,4 Expert Takes On Alibaba's Singles Day Sale,,"['AAPL', 'BABA', 'SBUX']"," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.12."
6353,2018-11-13 15:30:36,2018-11-13 15:30:38,"Day After Selloff, Earnings, Trade News Seem To Offer Lift",,"['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'NFLX']"," 0.21 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.21."
6354,2018-11-13 15:45:49,2018-11-13 15:45:50,'Spotify launches its Apple Watch app' -The Verge Reports,,"['AAPL', 'SPOT']"," 0.12 

In the given sentence, ""Morrisons book second consecutive quarter of sales growth"", the aspect is ""Morrisons"". The sentiment strength for this sentence is 0.43, which indicates a slightly positive sentiment towards Morrisons due to their consistent sales growth."
6355,2018-11-13 17:52:24,2018-11-13 17:52:25,Should Investors Buy Lumentum After Monday's Plunge? The Street Debates,,"['AAPL', 'BABA', 'FNSR', 'IIVI', 'LITE']"," 0.12 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment. In the second example, IMI has reported a drop in organic revenue and warned about its full-year performance, which suggests a negative sentiment. In the third example, the debate around whether to buy Lumentum after a plunge in its stock price is neutral as it does not provide any clear indication of positive or negative sentiment towards AAPL."
6356,2018-11-14 11:50:52,2018-11-14 11:50:52,Guggenheim Downgrades Apple to Neutral,,['AAPL']," -0.12 

In the given sentence, ""Guggenheim Downgrades Apple to Neutral"", the aspect is ""AAPL"". The sentiment strength for this sentence would be -0.12."
6357,2018-11-14 13:45:22,2018-11-14 13:45:23,"Time For Apple's Stock To Enter A 'Period Of Digestion,' Guggenheim Says",,['AAPL']," -0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is -0.12."
6358,2018-11-14 14:10:29,2018-11-14 14:10:29,UPDATE: Guggenheim Downgrades Apple Amid Belief The Increase In Average Selling Prices Is No Longer Enough As Firm Ultimately Continues 'to see Apple's sheer size requiring it to target even bigger new TAMs',,['AAPL'], -0.234
6359,2018-11-14 14:19:30,2018-11-14 14:19:30,"Benzinga's Top Upgrades, Downgrades For November 14, 2018",,"['AAPL', 'AMTD', 'ARMK', 'AVID', 'BWXT', 'CAG', 'CARG', 'CG', 'EIX', 'FMC', 'GPI', 'HOLI', 'INVH', 'JNCE', 'K', 'MBRX', 'MCO', 'MELI', 'MFGP', 'PCG', 'PRQR', 'QTT', 'ROLL', 'SPGI', 'SUP', 'TPR', 'TRUE']"," 0.567 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this aspect in the provided sentence is 0.567."
6360,2018-11-14 14:32:54,2018-11-14 14:32:54,"UBS Maintains Buy on Apple, Lowers Price Target to $225",,['AAPL']," 0.17 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.17."
6361,2018-11-14 15:28:12,2018-11-14 15:28:14,"Moderate Inflation, Positive Retail Earnings Offer Lift In Back-And-Forth Market",,"['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'HD', 'M', 'NFLX', 'WMT']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
6362,2018-11-14 16:55:39,2018-11-14 16:55:40,"Benzinga Pro's Top 10 Most-Searched Tickers For Morning Of Wed., Nov. 14, 2018",,"['AAPL', 'ACHC', 'AMRN', 'ATXI', 'EYEG', 'HD', 'PCG', 'TAHO', 'TLRY', 'VKTX']"," 0.17 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this aspect in the given context is 0.17."
6363,2018-11-14 19:28:57,2018-11-14 19:28:57,"13F For Tiger Global Shows New 1M Share Stake In Apple, 30.5M Share Stake In SVMK, ~1.3M ADS Stake In Pinduoduo, 3.1M Share Stake In Zendesk, 1M Share Stake In Twilio",,"['AAPL', 'PDD', 'SVMK', 'TWLO', 'ZEN']"," 0.25 

In this example, the sentiment strength for Apple (AAPL) is 0.25."
6364,2018-11-14 21:56:08,2018-11-14 21:56:08,13F From Einhorn's Greenlight Shows Liquidated ~142K Share Stake In Apple,,['AAPL']," -0.17 

In this task, you need to analyze the sentiment strength of the given sentence with respect to the aspect mentioned. The sentiment strength will be a value between -1 (very negative) and 1 (very positive), where 0 is neutral. You can use any method or algorithm for sentiment analysis that you prefer."
6365,2018-11-15 12:17:14,2018-11-15 12:17:14,"Morgan Stanley On Apple: 'Supply Chain Noise Creates Buying Opportunity; Still Bullish on Services'; Firm Maintains Overweight Rating, $253 Price Target",,['AAPL'], 0.678
6366,2018-11-15 12:18:00,2018-11-15 12:18:00,UPDATE: Morgan Stanley Says 'We're buyers [of Apple] on unit-driven pullback given Services and share repurchases drive future earnings',,['AAPL']," 0.567 

In the above examples, the sentiment strength for each aspect is calculated based on the context of the sentence. For example, in the first sentence, Morrisons is experiencing sales growth, which is generally considered a positive event. In the second sentence, IMI is facing a drop in revenue and warning about future performance, which is negative. In the third sentence, Morgan Stanley's statement about Apple suggests a positive outlook for the company based on its services and share repurchases."
6367,2018-11-15 12:27:47,2018-11-15 12:27:48,Mike Khouw Sees Unusual Options Activity In Apple,,['AAPL']," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.12."
6368,2018-11-15 12:28:02,2018-11-15 12:28:03,"Loup Venture's Gene Munster Will Be On Benzinga's PreMarket Prep Morning Show At 8:30 a.m. EST; We'll Be Discussing Apple, Amazon, Tesla, AI, eSports",,"['AAPL', 'AMZN', 'ATVI', 'EA', 'TSLA', 'TTWO']"," 0.12 

In this task, you need to analyze the sentiment strength of the given aspect in the sentence. The examples provided above show how to analyze and predict the sentiment strength for different aspects in a sentence."
6369,2018-11-15 13:33:42,2018-11-15 13:33:42,Notable Analyst Gene Munster Is Currently Talking Apple On Benzinga's PreMarket Prep!,,['AAPL'], 0.275
6370,2018-11-15 13:35:16,2018-11-15 13:35:16,"Loup Venture's Gene Munster On Benzinga's PreMarket Prep Discussing Apple's Decision To No Longer Disclose Units: Says He's Frustrated Co. Isn't Reporting Units, But Assures iPhone Units Aren't Directly Correlated To Apple's Overall Performance",,['AAPL'], -0.123
6371,2018-11-15 13:36:32,2018-11-15 13:36:33,"Loup's Munster On Apple No Longer Disclosing Units: Believes Will Be Overall A Positive As Will Force Analysts, Investors To Consider The Numbers Which Really Matter: Profit, Sales, Etc",,['AAPL']," 0.17 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.17."
6372,2018-11-15 13:40:00,2018-11-15 13:40:00,Loup's Munster Feels Apple Being Perceived As A Service -- Not Just The Co.'s Services Segment -- Will Be A Shift Which Happens In The Investor Community,,['AAPL'], 0.123
6373,2018-11-15 14:37:49,2018-11-15 14:37:49,"Apple Watch Now Part Of UnitedHealthcare Wearable Device Program That Helps Motivate People To Walk Nearly 12,000 Steps Per Day",,"['AAPL', 'FIT', 'UNH']"," 0.567 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is 0.567."
6374,2018-11-15 15:19:35,2018-11-15 15:19:35,Revisiting Apple's iPhone Woes As Stock Dips Into Bear Territory,,"['AAPL', 'LITE', 'QRVO', 'SWKS']"," -0.567 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is -0.567."
6375,2018-11-15 16:23:25,2018-11-15 16:23:26,"Q3 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolio",,"['AABA', 'AAPL', 'ADBE', 'ADP', 'ALLY', 'AMZN', 'AZO', 'BABA', 'BAC', 'BOX', 'CI', 'CMG', 'CVX', 'DG', 'DISH', 'DVMT', 'EGN', 'FB', 'GM', 'GOOG', 'GOOGL', 'GRUB', 'GS', 'HHC', 'HUM', 'INTC', 'JD', 'JPM', 'K', 'KHC', 'KORS', 'LOW', 'MDLZ', 'MSFT', 'MU', 'NWL', 'ORCL', 'PCG', 'PNC', 'PNR', 'PPG', 'PYPL', 'SDRL', 'SYY', 'TIF', 'TJX', 'TRV', 'TSCO', 'TWLO', 'TWTR', 'USB', 'UTX', 'VMW', 'WFC', 'WMT', 'X']"," 0.27 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.27."
6376,2018-11-15 16:42:16,2018-11-15 16:42:16,"Benzinga Pro's Top 10 Most-Searched Tickers For Thurs., Nov. 15, 2016",,"['AAPL', 'AMRN', 'ANY', 'CGC', 'CSCO', 'GOOS', 'LMFA', 'NBEV', 'PCG', 'TAHEF']"," 0.17 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this aspect in the given context is 0.17."
6377,2018-11-15 16:50:11,2018-11-15 16:50:11,"'Apple aggressively hiring 4G, 5G wireless engineers in Qualcomm's home turf -Apple Insider Reports",,"['AAPL', 'QCOM']"," 0.278 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.278."
6378,2018-11-15 19:46:10,2018-11-15 19:46:11,Morgan Stanley: Buy The Dip In Apple,,['AAPL']," 0.25 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.25."
6379,2018-11-15 20:31:41,2018-11-15 20:31:42,"Tablet Boom Fades Away As Smartphones, Sleek Laptops Take Over",,"['AAPL', 'AMZN', 'GOOG', 'GOOGL', 'MSFT', 'SSNLF']"," -0.12 

In the given sentence, ""Tablet Boom Fades Away As Smartphones, Sleek Laptops Take Over"", the aspect is ""AAPL"". The sentiment strength for this sentence is -0.12."
6380,2018-11-16 08:41:04,2018-11-16 08:41:04,Touch Panel Makers to See Weaker Demand from Iphone Xr In Q1 2019,,"['AAPL', 'HNHPF']"," -0.567 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is -0.567."
6381,2018-11-16 15:05:14,2018-11-16 15:05:16,"Friday Follies: Brexit, Semiconductor, And Tariffs All Take Center Stage",,"['AAPL', 'AMD', 'DHI', 'HD', 'INTC', 'JPM', 'KBH', 'LGIH', 'LOW', 'NVDA']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this aspect in the provided sentence is 0.12."
6382,2018-11-16 16:18:36,2018-11-16 16:18:36,"Benzinga Pro's Top 10 Most-Searched Tickers For Morning Of Fri., Nov. 16, 2018",,"['AAPL', 'AEZS', 'CSCO', 'NBEV', 'NVDA', 'PCG', 'QURE', 'RYB', 'SONO', 'WMT']"," 0.17 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this aspect in the given context is 0.17."
